occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures
0.461,0.747,0.188,0.227,0.411,0,0,0,0,0,0,0.135
1,0.99,0.493,0,0.977,0.403,0.533,0,0,0,0,0.201
1,0.988,0.681,0,1,0.192,0,0,0,0,0,0.147
0.978,0.909,0.76,0.0538,0.763,0,0,0,0,0,0,0.316
0.667,0.675,0.321,0.281,0.254,0,0,0,0,0,0,0.0451
0.772,0.649,0.246,0.281,0.215,0,0,0,0,0,0,0
1,0.627,0.135,0.281,0.156,0,0,0,0,0,0,0
1,0.592,0.0398,0.344,0.0728,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.0163,0.412,0.0509,0,0,0,0,0,0,0.0902
0.811,0.585,0.0166,0.36,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.603,0.029,0.332,0.117,0,0,0,0,0,0,0.142
0.667,0.707,0.0675,0.14,0.297,0,0,0,0,0,0,0.536
0.667,0.662,0.056,0.255,0.218,0,0,0,0,0,0.25,0.434
0.667,0.651,0.0585,0.281,0.2,0,0,0,0,0,0,0
0.667,0.699,0.0948,0.201,0.282,0,0,0,0,0,0,0.0451
0.667,0.737,0.127,0.14,0.337,0,0,0,0,0,0,0.0902
0.667,0.737,0.136,0.14,0.326,0,0,0,0,0,0,0.413
0.561,0.709,0.127,0.185,0.278,0,0,0,0,0,0,0.489
0.333,0.651,0.0891,0.281,0.188,0,0,0,0,0,0,0.347
0.439,0.689,0.123,0.236,0.253,0,0,0,0,0,0,0
0.667,0.785,0.21,0.14,0.43,0.396,0.533,0,0,0,0,0.425
0.667,0.824,0.258,0.14,0.554,0.476,0,0,0,0,0,0.0451
0.856,0.93,0.436,0.0608,0.855,0,0,0,0,0,0.25,0.0902
0.894,0.866,0.457,0.124,0.729,0.393,0.567,0,0,0,0,0
0.667,0.696,0.304,0.281,0.319,0.436,0.233,0,0,0,0,0
0.667,0.619,0.152,0.36,0.154,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.75,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.856,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.599,0.0277,0.342,0.11,0,0,0,0,0,0,0.226
0.894,0.636,0.0419,0.281,0.174,0,0,0,0,0,0,0.524
0.667,0.648,0.0506,0.281,0.193,0,0,0,0,0,0,0.159
0.772,0.727,0.0988,0.157,0.333,0,0,0,0,0,0,0.317
1,0.822,0.164,0,0.496,0,0,0,0,0,0,0.363
0.728,0.752,0.136,0.115,0.364,0,0,0,0,0,0,0.139
0.667,0.737,0.136,0.14,0.326,0,0,0,0,0,0,0.39
0.561,0.666,0.094,0.255,0.211,0,0,0,0,0,0.25,0.236
0.144,0.602,0.0467,0.36,0.109,0,0,0,0,0,0,0.271
0.0833,0.586,0.0349,0.386,0.0856,0,0,0,0,0,0,0.0451
0.272,0.657,0.0977,0.306,0.211,0,0,0,0,0,0.517,0.135
0.711,0.851,0.287,0.122,0.623,0,0,0,0,0,0,0.135
1,0.99,0.493,0,0.977,0,0,0,0,0,0,0.18
0.917,0.953,0.617,0.0351,0.923,0,0,0,0,0,0,0.135
1,0.957,0.88,0,0.855,0,0,0,0,0,0,0
1,0.84,0.762,0.0795,0.561,0,0,0,0,0,0,0.271
1,0.687,0.363,0.229,0.281,0,0,0,0,0,0,0.252
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.917,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.017,0.412,0.0532,0,0,0,0,0,0,0.0902
0.978,0.649,0.0422,0.211,0.178,0,0,0,0,0,0,0.259
0.478,0.591,0.025,0.36,0.0962,0,0,0,0,0,0,0.158
0.333,0.614,0.0376,0.342,0.134,0,0,0,0,0,0,0
0.333,0.651,0.0585,0.281,0.2,0,0,0,0,0,0,0.0451
0.333,0.651,0.0654,0.281,0.199,0,0,0,0,0,0,0.135
0.333,0.651,0.0716,0.281,0.194,0,0,0.101,0.0702,0,0,0
0.333,0.651,0.0762,0.281,0.188,0,0,0.462,0.175,0.267,0,0.226
0.333,0.651,0.0828,0.281,0.186,0,0,0,0,0,0,0
0.333,0.651,0.0891,0.281,0.188,0,0,0,0,0,0,0.361
0.356,0.665,0.102,0.271,0.213,0,0,0,0,0,0,0.361
0.667,0.785,0.21,0.14,0.43,0,0,0,0,0,0,0
0.772,0.868,0.3,0.0959,0.644,0,0,0,0,0,0.0667,0.143
1,0.99,0.493,0,0.977,0,0,0,0,0,0.45,0
1,0.988,0.681,0,1,0,0,0,0,0,0,0.271
1,0.957,0.88,0,0.855,0,0,0,0,0,0,0.342
1,0.896,0.931,0,0.661,0,0,0,0,0,0,0.122
1,0.751,0.53,0.115,0.411,0,0,0,0,0,0,0.115
1,0.685,0.249,0.15,0.257,0,0,0,0,0,0,0.122
1,0.588,0.049,0.36,0.0806,0,0,0,0,0,0,0.23
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.579,0.0221,0.388,0.0753,0,0,0,0,0,0,0.0451
1,0.639,0.0458,0.281,0.179,0,0,0,0,0,0,0.216
0.839,0.69,0.0903,0.211,0.266,0,0,0,0,0,0.233,0.474
0.667,0.714,0.146,0.178,0.312,0,0,0,0,0,0.283,0.271
0.667,0.737,0.195,0.14,0.346,0,0,0,0,0,0,0.0902
0.667,0.737,0.218,0.14,0.335,0,0,0,0,0,0,0
0.667,0.737,0.234,0.14,0.325,0,0,0,0,0,0,0.135
0.667,0.737,0.27,0.14,0.32,0,0,0,0,0,0,0.0451
0.667,0.737,0.309,0.14,0.326,0,0,0,0,0,0,0.226
0.667,0.756,0.343,0.14,0.361,0,0,0,0,0,0.25,0.271
0.744,0.819,0.405,0.108,0.496,0,0,0,0,0,0,0.406
0.922,0.931,0.515,0.0327,0.776,0,0,0,0,0,0,0.25
0.667,0.745,0.273,0.243,0.443,0,0,0,0,0,0,0.0451
0.589,0.672,0.218,0.313,0.292,0,0,0,0,0,0,0.135
0.411,0.594,0.0969,0.388,0.107,0,0,0,0,0,0,0
0.667,0.671,0.335,0.281,0.244,0,0,0,0,0,0,0.555
0.994,0.723,0.461,0.143,0.368,0,0,0,0,0,0,0.109
0.756,0.604,0.121,0.346,0.133,0,0,0,0,0,0,0
0.806,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.828,0.587,0.019,0.353,0.0509,0,0,0,0,0,0,0.0451
1,0.577,0.0188,0.384,0.0509,0,0,0,0,0,0,0.0451
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.579,0.0221,0.388,0.0753,0,0,0,0,0,0,0.14
1,0.658,0.0532,0.248,0.211,0,0,0,0,0,0,0.661
0.922,0.733,0.118,0.14,0.339,0,0,0,0,0,0,0.328
0.667,0.737,0.161,0.14,0.351,0,0,0,0,0,0,0.206
0.667,0.737,0.195,0.14,0.346,0,0,0,0,0,0,0.655
0.667,0.737,0.218,0.14,0.335,0,0,0,0,0,0,0.31
0.667,0.737,0.234,0.14,0.325,0,0,0,0,0,0,0.46
0.667,0.737,0.27,0.14,0.32,0,0,0,0,0,0,0.167
0.994,0.821,0.453,0.00234,0.461,0,0,0,0,0,0,0.226
1,0.851,0.505,0,0.517,0,0,0.344,0.246,0.533,0,0.0451
1,0.905,0.537,0,0.645,0,0,0,0,0,0.767,0.0451
1,0.963,0.558,0,0.842,0,0,0,0,0,0,0.0902
1,0.993,0.636,0,1,0,0,0.459,0.246,0.267,0,0.18
1,0.984,0.816,0,0.989,0,0,0.375,0,0,0,0
1,0.95,0.984,0,0.82,0,0,0.524,0,0,0,0
1,0.883,0.967,0,0.63,0,0,0.939,0,0,0,0
1,0.769,0.597,0.0678,0.457,0,0,0.992,0,0,0,0
1,0.721,0.307,0.0374,0.284,0,0,0.379,0,0,0,0
0.861,0.652,0.111,0.175,0.13,0,0,0.246,0,0,0,0
1,0.667,0.0566,0.115,0.0873,0,0,0.286,0,0,0,0.0902
1,0.629,0.0266,0.229,0.0583,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.591,0.0222,0.342,0.0706,0,0,0,0,0,0,0.149
0.811,0.619,0.0322,0.281,0.125,0,0,0.401,0.246,0.267,0,0.393
0.667,0.636,0.0419,0.281,0.174,0,0,0.581,0,0,0,0.0451
0.667,0.648,0.0506,0.281,0.193,0,0,0.58,0,0,0,0.0902
0.561,0.624,0.044,0.325,0.152,0,0,0.0795,0,0,0,0.271
0.333,0.614,0.0456,0.342,0.134,0,0,0,0,0,0,0
0.333,0.651,0.0716,0.281,0.194,0,0,0,0,0,0,0.0451
0.333,0.651,0.0762,0.281,0.188,0,0,0,0,0,0,0.18
0.333,0.651,0.0828,0.281,0.186,0,0,0,0,0,0,0.226
0.333,0.651,0.0891,0.281,0.188,0,0,0,0,0,0,0.18
0.333,0.658,0.0965,0.281,0.202,0,0,0,0,0,0,0.226
0.439,0.712,0.147,0.236,0.307,0,0,0,0,0,0,0.0902
0.939,0.932,0.359,0.0257,0.767,0,0,0,0,0,0,0.18
0.917,0.954,0.448,0.0351,0.895,0,0,0,0,0,0.517,0.0902
1,0.988,0.681,0,1,0.424,0.567,0,0,0,0,0
1,0.957,0.88,0,0.855,0.511,1,0,0,0,0,0
1,0.84,0.762,0.0795,0.561,0.366,0.317,0,0,0,0,0.214
1,0.692,0.375,0.22,0.291,0,0,0,0,0,0,0
1,0.596,0.0933,0.36,0.118,0,0,0,0,0,0,0
1,0.6,0.0366,0.316,0.07,0,0,0.0352,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.811,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.61,0.0332,0.342,0.128,0,0,0,0,0,0,0.212
0.75,0.718,0.0814,0.166,0.313,0,0,0,0,0,0,0.22
0.917,0.801,0.133,0.0351,0.461,0,0,0,0,0,0,0.204
0.561,0.709,0.0982,0.185,0.301,0,0,0,0,0,0,0.151
0.333,0.651,0.0716,0.281,0.194,0,0,0,0,0,0,0.135
0.311,0.645,0.0721,0.29,0.179,0,0,0,0,0,0,0.0902
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.272,0.635,0.0762,0.306,0.163,0,0,0,0,0,0,0.208
0.333,0.658,0.0965,0.281,0.202,0,0,0,0,0,0,0.226
0.333,0.675,0.113,0.281,0.24,0,0,0,0,0,0,0.0451
0.439,0.738,0.179,0.236,0.392,0,0,0,0,0,0,0.137
0.667,0.848,0.334,0.14,0.668,0,0,0.414,0.246,0.267,0,0.271
0.772,0.89,0.539,0.0959,0.781,0,0,0.3,0,0,0.25,0.553
1,0.949,0.859,0.00936,0.839,0,0,0.388,0,0,0,0.0994
1,0.729,0.457,0.22,0.358,0,0,0,0,0,0,0.0451
1,0.644,0.234,0.29,0.204,0,0,0,0,0,0,0.0876
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.599,0.0277,0.342,0.11,0,0,0,0,0,0.517,0
1,0.681,0.0588,0.201,0.251,0,0,0,0,0,0,0.221
1,0.731,0.0849,0.14,0.336,0,0,0,0,0,0,0.504
0.811,0.737,0.101,0.14,0.349,0,0,0,0,0,0,0.587
0.667,0.737,0.115,0.14,0.348,0,0,0,0,0,0,0.109
0.478,0.688,0.094,0.22,0.257,0,0,0,0,0,0,0.279
0.522,0.651,0.0762,0.281,0.188,0,0,0,0,0,0,0.234
0.667,0.651,0.0828,0.281,0.186,0,0,0,0,0,0,0.256
0.75,0.721,0.15,0.166,0.301,0,0,0,0,0,0,0.486
0.394,0.674,0.11,0.255,0.228,0,0,0,0,0,0,0.344
0.333,0.675,0.113,0.281,0.24,0,0,0,0,0,0,0.18
0.378,0.713,0.155,0.262,0.34,0,0,0,0,0,0.25,0.289
0.978,0.981,0.481,0.00936,0.955,0,0,0,0,0,0,0.323
0.667,0.768,0.315,0.22,0.51,0,0,0,0,0,0,0.0451
0.856,0.837,0.66,0.122,0.589,0.356,0.317,0,0,0,0,0.246
1,0.864,0.836,0.0444,0.605,0.522,0.217,0,0,0,0,0.134
1,0.692,0.375,0.22,0.291,0,0,0,0,0,0,0
1,0.627,0.135,0.281,0.156,0,0,0,0,0,0,0
1,0.603,0.0569,0.316,0.0886,0,0,0,0,0,0,0
1,0.608,0.0333,0.29,0.0662,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.0166,0.412,0.051,0,0,0,0,0,0,0.0724
1,0.612,0.024,0.281,0.0715,0,0,0,0,0,0,0.75
1,0.657,0.0449,0.192,0.191,0,0,0,0,0,0,0.244
1,0.777,0.0931,0,0.419,0,0,0,0,0,0,0.917
1,0.814,0.119,0,0.478,0,0,0,0,0,0,0.275
1,0.822,0.143,0,0.498,0,0,0,0,0,0,0.346
1,0.822,0.164,0,0.496,0,0,0.387,0.246,0.267,0,0.291
1,0.822,0.182,0,0.48,0,0,0.44,0,0,0,0.355
1,0.822,0.196,0,0.464,0,0,0,0,0,0,0.38
0.811,0.774,0.176,0.0795,0.379,0,0,0,0,0,0,0.0451
0.478,0.688,0.12,0.22,0.246,0,0,0,0,0,0,0.0902
0.333,0.658,0.0965,0.281,0.202,0,0,0,0,0,0,0
0.356,0.683,0.12,0.271,0.255,0,0,0,0,0,0,0.226
0.856,0.902,0.333,0.0608,0.715,0,0,0,0,0,0.25,0
1,0.99,0.493,0,0.977,0,0,0,0,0,0,0.0451
1,0.988,0.681,0,1,0,0,0,0,0,0,0
1,0.957,0.88,0,0.855,0,0,0,0,0,0,0
1,0.84,0.762,0.0795,0.561,0,0,0,0,0,0,0.523
1,0.626,0.2,0.335,0.16,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.577,0.0231,0.386,0.0573,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.591,0.0222,0.342,0.0706,0,0,0,0,0,0,0.304
1,0.653,0.0436,0.201,0.185,0,0,0,0,0,0,0.275
1,0.707,0.0675,0.14,0.297,0,0,0,0,0,0,0.232
0.811,0.682,0.0635,0.22,0.253,0,0,0,0,0,0,0.226
0.561,0.694,0.0793,0.211,0.274,0,0,0,0,0,0.25,0.0451
0.333,0.651,0.0654,0.281,0.199,0,0,0,0,0,0,0.135
0.333,0.651,0.0716,0.281,0.194,0,0,0,0,0,0,0.0902
0.333,0.651,0.0762,0.281,0.188,0,0,0,0,0,0,0.135
0.333,0.602,0.0429,0.36,0.11,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.522,0.621,0.0641,0.342,0.142,0,0,0,0,0,0,0.18
0.667,0.675,0.113,0.281,0.24,0,0,0,0,0,0,0.0902
0.689,0.704,0.146,0.271,0.322,0,0,0,0,0,0.0667,0.316
1,0.848,0.334,0.14,0.668,0,0,0,0,0,0.967,0.135
1,0.856,0.476,0.131,0.704,0,0,0,0,0,0,0.303
1,0.957,0.88,0,0.855,0,0,0,0,0,0,0.337
1,0.896,0.931,0,0.661,0,0,0,0,0,0,0
1,0.776,0.605,0.0795,0.455,0,0,0,0,0,0,0
1,0.688,0.254,0.14,0.262,0,0,0,0,0,0,0
1,0.641,0.102,0.211,0.126,0,0,0,0,0,0,0.0451
1,0.577,0.0273,0.384,0.0577,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
1,0.579,0.0221,0.388,0.0753,0,0,0,0,0,0,0.0451
1,0.639,0.0458,0.281,0.179,0,0,0.136,0.246,0,0,0.0902
1,0.649,0.0683,0.281,0.195,0,0,0.387,0,0.817,0,0.135
1,0.714,0.146,0.178,0.312,0,0,0,0,0,0.25,0.272
1,0.737,0.195,0.14,0.346,0,0,0,0,0,0,0.0451
0.839,0.695,0.168,0.208,0.267,0.558,0.983,0,0,0,0,0.271
0.506,0.609,0.0733,0.349,0.122,0,0.9,0,0,0,0,0.0451
0.494,0.628,0.115,0.318,0.149,0,0,0,0,0,0,0.0451
0.828,0.692,0.237,0.213,0.255,0,0,0,0,0,0,0.0902
1,0.85,0.503,0.00234,0.514,0,0,0,0,0,0,0.386
1,0.905,0.537,0,0.645,0,0,0,0,0,0.25,0.353
1,0.963,0.558,0,0.842,0,0,0,0,0,0,0.0451
1,0.993,0.636,0,1,0,0,0,0,0,0,0.21
1,0.984,0.816,0,0.989,0,0,0,0,0,0,0.278
1,0.95,0.984,0,0.82,0,0,0,0,0,0,0.114
1,0.883,0.967,0,0.63,0,0,0,0,0,0,0.199
1,0.751,0.549,0.103,0.418,0,0,0,0,0,0,0
1,0.643,0.183,0.243,0.183,0,0,0,0,0,0,0
1,0.622,0.071,0.255,0.0925,0,0,0,0,0,0,0
1,0.612,0.0369,0.281,0.0639,0,0,0,0,0,0,0.271
1,0.601,0.0243,0.313,0.0532,0,0,0,0,0,0,0
1,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.756,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.565,0.0186,0.421,0.0509,0,0,0,0,0,0,0
0.667,0.628,0.0748,0.318,0.162,0,0,0,0,0,0,0.353
0.667,0.651,0.107,0.281,0.199,0,0,0,0,0,0,0.352
0.667,0.651,0.118,0.281,0.193,0,0,0,0,0,0,0.226
0.744,0.734,0.233,0.145,0.319,0,0,0.251,0.246,0,0,0.765
0.839,0.781,0.332,0.0678,0.39,0,0,0.518,0.263,0.533,0,0.714
0.667,0.737,0.309,0.14,0.326,0,0,0.387,0,0,0,0.604
0.828,0.8,0.419,0.0725,0.434,0,0,0.537,0,0,0,0.296
0.672,0.793,0.367,0.138,0.449,0,0,0.437,0,0,0.25,0
0.422,0.729,0.245,0.243,0.371,0,0,0,0,0,0,0
0.333,0.708,0.225,0.281,0.367,0,0,0,0,0,0,0.271
0.333,0.705,0.284,0.281,0.364,0,0,0,0,0,0,0.0451
0.333,0.602,0.0944,0.384,0.133,0,0,0,0,0,0,0
0.578,0.637,0.245,0.318,0.181,0,0,0,0,0,0,0.0451
0.994,0.706,0.416,0.175,0.332,0,0,0,0,0,0,0
1,0.623,0.132,0.281,0.142,0,0,0,0,0,0,0.0771
1,0.613,0.0626,0.281,0.0878,0,0,0,0,0,0,0.217
1,0.585,0.028,0.36,0.0619,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.599,0.0277,0.342,0.11,0,0,0,0,0,0,0.0451
0.811,0.636,0.0419,0.281,0.174,0,0,0,0,0,0,0
0.667,0.648,0.0506,0.281,0.193,0,0,0,0,0,0,0.382
0.667,0.699,0.0844,0.201,0.286,0,0,0,0,0,0,0.498
0.478,0.688,0.0852,0.22,0.265,0,0,0,0,0,0,0.436
0.0611,0.581,0.0258,0.395,0.0778,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.189,0.614,0.0586,0.342,0.129,0,0,0,0,0,0,0.0902
0.439,0.658,0.0965,0.281,0.202,0,0,0,0,0,0,0.18
0.667,0.675,0.113,0.281,0.24,0,0,0,0,0,0,0.0902
0.644,0.764,0.203,0.211,0.444,0,0,0,0,0,0,0.135
0.606,0.823,0.31,0.166,0.617,0,0,0,0,0,0,0
0.667,0.847,0.459,0.14,0.683,0,0,0,0,0,0,0.271
0.856,0.897,0.77,0.0608,0.722,0,0,0,0,0,0,0.135
1,0.889,0.911,0.00936,0.649,0,0,0,0,0,0,0.0892
1,0.728,0.464,0.15,0.368,0,0,0,0,0,0,0.13
1,0.645,0.18,0.246,0.195,0,0,0,0,0,0,0.0728
1,0.586,0.0366,0.36,0.0698,0,0,0,0,0,0,0.0364
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.0164,0.412,0.0509,0,0,0,0,0,0,0
1,0.608,0.0177,0.29,0.0509,0,0,0,0,0,0,0
1,0.591,0.0187,0.342,0.052,0,0,0,0,0,0,0.318
1,0.612,0.024,0.281,0.0715,0,0,0,0,0,0.0667,0.301
0.811,0.585,0.0208,0.36,0.066,0,0,0,0,0,1,0.0451
0.667,0.615,0.0351,0.332,0.138,0,0,0,0,0,0.733,0.113
0.667,0.731,0.0849,0.14,0.336,0,0,0,0,0,0,0.638
0.583,0.715,0.0893,0.175,0.311,0,0,0,0,0,0,0.35
0.644,0.731,0.111,0.15,0.338,0,0,0,0,0,0,0.111
0.25,0.629,0.0571,0.316,0.159,0,0,0,0,0,0.0667,0
0.333,0.651,0.0762,0.281,0.188,0,0,0,0,0,0.183,0.0451
0.333,0.651,0.0828,0.281,0.186,0,0,0,0,0,0,0.18
0.333,0.651,0.0891,0.281,0.188,0,0,0,0,0,0,0.0902
0.356,0.665,0.102,0.271,0.213,0.155,0.0667,0,0,0,0,0.226
0.667,0.785,0.21,0.14,0.43,0.644,0.467,0,0,0,0,0.0451
0.856,0.902,0.333,0.0608,0.715,0,0,0,0,0,0,0.0451
1,0.99,0.493,0,0.977,0,0,0,0,0,0,0.18
1,0.978,0.664,0.00936,0.979,0,0,0,0,0,0,0.244
1,0.826,0.592,0.14,0.587,0,0,0,0,0,0,0.376
1,0.785,0.626,0.14,0.458,0,0,0,0,0,0,0
1,0.692,0.375,0.22,0.291,0,0,0,0,0,0,0
1,0.596,0.0933,0.36,0.118,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.568,0.0163,0.412,0.0509,0,0,0,0,0,0,0.0902
1,0.585,0.0166,0.36,0.0509,0,0,0,0,0,0,0.0451
1,0.594,0.0229,0.332,0.073,0,0,0,0,0,0,0.0902
0.978,0.673,0.0481,0.14,0.2,0,0,0,0,0,0,0.148
0.667,0.707,0.0675,0.14,0.297,0.41,0.533,0.11,0.246,0.267,0.0667,0
0.644,0.725,0.0823,0.15,0.326,0.675,0.533,0,0,0,0.183,0.0451
0.333,0.651,0.0585,0.281,0.2,0.729,0,0,0,0,0,0.0902
0.333,0.651,0.0654,0.281,0.199,0,0,0,0,0,0,0.0451
0.333,0.651,0.0716,0.281,0.194,0,0,0,0,0,0,0.361
0.333,0.651,0.0762,0.281,0.188,0,0,0,0,0,0,0.0451
0.333,0.651,0.0828,0.281,0.186,0.717,0.533,0,0,0,0,0.18
0.311,0.645,0.0841,0.29,0.178,0.0803,0,0,0,0,0,0.0451
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
0.106,0.609,0.0581,0.377,0.14,0,0,0,0,0,0.25,0.0451
0.333,0.707,0.175,0.281,0.36,0,0,0,0,0,0,0.18
0.439,0.75,0.318,0.236,0.464,0,0,0,0,0,0,0
0.939,0.826,0.592,0.14,0.587,0,0,0,0,0,0,0.0451
1,0.729,0.457,0.22,0.358,0,0,0,0,0,0,0
1,0.644,0.234,0.29,0.204,0,0,0,0,0,0,0.122
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.565,0.0163,0.421,0.0509,0,0,0,0,0,0,0
1,0.602,0.0226,0.313,0.0691,0,0,0,0,0,0,0.132
0.744,0.576,0.0187,0.388,0.0589,0,0,0,0,0,0,0
0.667,0.622,0.0365,0.313,0.147,0,0,0,0,0,0,0.209
0.667,0.65,0.0499,0.281,0.191,0,0,0,0,0,0,0.543
0.667,0.653,0.0578,0.281,0.197,0,0,0,0,0,0,0.224
0.667,0.653,0.0647,0.281,0.196,0,0,0,0,0,0,0.62
0.667,0.698,0.101,0.208,0.262,0,0,0,0,0,0,0.213
0.667,0.741,0.135,0.14,0.32,0,0,0,0,0,0.25,0.282
0.411,0.673,0.0961,0.248,0.214,0,0,0,0,0,0,0.327
0.333,0.653,0.0883,0.281,0.183,0,0,0,0,0,0,0.18
0.339,0.661,0.0968,0.278,0.192,0,0,0,0,0,0,0.18
0.667,0.787,0.206,0.14,0.369,0,0,0,0,0,0,0
0.5,0.756,0.188,0.211,0.341,0,0,0,0,0,0,0.0902
0.667,0.853,0.327,0.14,0.578,0,0,0,0,0,0.0167,0.0451
0.667,0.852,0.449,0.14,0.665,0,0,0,0,0,0.233,0.403
0.839,0.898,0.743,0.0678,0.797,0.0707,0.0167,0,0,0,0,0.29
